ch_name,ch_i,h_i,l_i,i,l_id,word,fn,x,id,group
word,6,16,3.2,6.16.3.2,568,"The most similar and relevant concepts to most distinct,",def,NA,56,document
word,6,16,3.3,6.16.3.3,569,The left-most word will be either implied or actual chapter,def,NA,56,document
word,6,16,3.4,6.16.3.4,570,"All science that is not directly relevant elsewhere, will fall",def,is,56,document
word,6,16,3.5,6.16.3.5,571,The remaining chapters deal with modes on these basic sources:,def,NA,56,document
word,6,16,3.6,6.16.3.6,572,"In the example above, psych might fall under self-body,",example,NA,56,document
word,6,16,3.7,6.16.3.7,573,The link is the decision of the sentence that requires the most,def,is,56,document
word,6,16,3.8,6.16.3.8,574,Named links are actions.,def,NA,56,document
word,6,16,3.9,6.16.3.9,575,"Over-spelling the ideas leaves an empty link, e-""do...(the",def,NA,56,document
word,6,16,4,6.16.4,576,"In instr, the link comes last, and it describes a step in",def,NA,56,document
word,6,16,4,6.16.4,577,Contextualize with an alternative,plan,NA,56,document
word,6,16,4.1,6.16.4.1,578,A plan should inherit or give definitions of new terms.,plan,NA,56,document
word,6,16,4.2,6.16.4.2,579,New definitions should especially be accompanied by a true,plan,NA,56,document
word,6,16,4.3,6.16.4.3,580,"A pri is the motive for life, and itself is only a named",def,is,56,document
word,6,16,4.4,6.16.4.4,581,A developed pri is an instruction.,def,NA,56,document
word,6,16,4.5,6.16.4.5,582,One generalized is a lesson.,def,NA,56,document
word,6,17,47,6.17.47,583,"A scientist works to win bets against the unknown. they are a professional writer, evaluated on two metrics:",def,NA,57,scientist
word,6,17,47.1,6.17.47.1,584,For their new content.,def,NA,57,scientist
word,6,17,47.2,6.17.47.2,585,The net benefit on goal outcomes.,def,NA,57,scientist
word,6,17,48,6.17.48,586,"A scientist-researcher is a writer, a data-collector and hypothesis tester.",def,NA,57,scientist
word,6,17,49,6.17.49,587,"A scientist-scholar is a reader, curating toward theory development and comm.",def,NA,57,scientist
word,6,17,50,6.17.50,588,"More will be said about scientist more broadly. here we focus strictly on the aspect of a scientist which is to develop the description of the world, properly.",def,NA,57,scientist
word,6,18,51,6.18.51,589,Framework (frame) is a cluster of definitions.,def,NA,58,framework
word,6,18,52,6.18.52,590,What metric can be used to compare and test bets on words?,def,can could,58,framework
word,6,18,53,6.18.53,591,Such a metric requires a general framework for cognition.,def,NA,58,framework
word,6,18,54,6.18.54,592,This is that general framework.,def,is,58,framework
word,6,18,55,6.18.55,593,"Just as a child learns skills from ""put it in the box"" to ""put it together,"" and ""solve the problem you creatively set up to solve the impossible,"" so too the highest cognitive function --these days a cooperative one beyond the speed or control of any individual-- deserves treatment of its abilities and applications in order of processing difficulty and utility; utility in contributing to itself however it sees fit, but especially in its allocation of finite resources.",example,in,58,framework
word,6,19,56,6.19.56,594,"$$ h1 where p = cognition, good.p = p(wit.goal.sort|pri) $$",def,NA,59,theory
word,6,19,57,6.19.57,595,"Cognitive acts should be engaged in as a pyramid of levels (like food pyramid), number of tasks (width of level).",def,NA,59,theory
word,6,19,58,6.19.58,596,"For example, a base height of 4 (levels) = 4 topics on bottom level,",example,NA,59,theory
word,6,19,58.3,6.19.58.3,597,"On 2nd, 2 on 3rd and 1 on 4th. where the bottom level is the",def,is,59,theory
word,6,19,59,6.19.59,598,"For example, assuming a goal, make an action plan (blitz) constrained by number of tasks by type as follows:",example,NA,59,theory
word,6,19,59.1,6.19.59.1,599,Sort (base task),plan,NA,59,theory
word,6,19,59.2,6.19.59.2,600,"Name, def, or measure,",plan,NA,59,theory
word,6,19,59.3,6.19.59.3,601,Make (minimum viable),plan,NA,59,theory
word,6,19,59.4,6.19.59.4,602,"Test (edit, sim, revise)",plan,NA,59,theory
word,6,19,59.5,6.19.59.5,603,"Use (reliable, helpful)",plan,NA,59,theory
word,6,19,60,6.19.60,604,"Additional tasks must ""wait"" to be addressed until a task of the same level becomes complete and removed from the pyramid, leaving a slot to be replaced.",plan,NA,59,theory
word,6,19,61,6.19.61,605,This is a frame that gives a starting point for assessing how and what optimal capacity and boundaries exist for a human as a cognitive being.,def,NA,59,theory
word,6,19,62,6.19.62,606,"Above is a proposed initial bet, arrived at by sim. here's an example good sim:",def,NA,59,theory
word,6,19,62.1,6.19.62.1,607,Name a pri-scope of irl-events.,plan,NA,59,theory
word,6,19,62.2,6.19.62.2,608,"For example, tasks may differ in how hard and many times actions",example,NA,59,theory
word,6,19,62.3,6.19.62.3,609,The following properties can be varied by sim. 1-task type,def,can could,59,theory
word,6,19,62.4,6.19.62.4,610,Task-level and task-count,def,NA,59,theory
word,6,19,62.5,6.19.62.5,611,"For example, 3 levels starting at 10-count, reducing by 2",example,NA,59,theory
word,6,19,62.6,6.19.62.6,612,"The goal of sim is to maximize a bet you take (e.g., vs defining",def,is,59,theory
rev,7,1,1,7.1.1,613,"Neutrally, a word may be replaced by another. as a process which takes effort, do so to improve, and we will call it revision. revision is the change of words to improve actions of yourself or others.",def,is,60,revision
rev,7,1,2,7.1.2,614,"Revision is how we know reflection is happening, described here in versions (v#) of a response.",def,is,60,revision
rev,7,1,3,7.1.3,615,"For example, consider the following revisions (v1-3) describing this brief argument:",example,NA,60,revision
rev,7,1,3.1,7.1.3.1,616,"1: ""nobody follows doctors' orders.""\ ""my parents do, religiously.""\ ""they're the exception.""\ ""you're not exposed to minorities.""",example,NA,60,revision
rev,7,1,3.2,7.1.3.2,617,"V1
A)  1 makes a false generalization.
B)  2 illustrates a counterpoint, and 1 gets mad.
C)  1 dismisses it, and 2 gets mad. a)  1 makes a false generalization. b)  2 illustrates a counterpoint, and 1 gets mad. c)  1 dismisses it, and 2 gets mad.",example,def,60,revision
rev,7,1,3.3,7.1.3.3,618,"V2 a)  1 generalizes from work experience. b)  2 argues with parents' experience, and 1 gets mad. c)  1 dismisses and 2 get mad.",example,def,60,revision
rev,7,1,3.4,7.1.3.4,619,"V3 a)  1 argues outside 2's experience. b)  2 uses personal experience, thinking it's impenetrable. c)  failing and hurt, 2 insults.",example,def,60,revision
rev,7,1,4,7.1.4,620,"The example aims to illustrate revisions which increase the amount of responsibility, control, and preventable future behavior on part of the writer, without much change in word count.",example,NA,60,revision
rev,7,2,5,7.2.5,621,"Good revisions better describe what we know to have happened, and predict what will happen (again).",def,NA,61,plan
rev,7,2,6,7.2.6,622,Reality is what determines whether each version is better.,def,is,61,plan
rev,7,2,7,7.2.7,623,Revise prior prompt responses only to help your current prompt response.,plan,NA,61,plan
rev,7,2,8,7.2.8,624,"If your goal deals with different assumptions about the truth, change the prompt to whatever gets you to write the most helpful words for your goal.",plan,NA,61,plan
rev,7,2,8.1,7.2.8.1,625,"For example, a prompt referring to university student experiences should be adapted for your non-university experiences.",example,NA,61,plan
rev,7,2,8.2,7.2.8.2,626,A common (problematic) assumption is that you are emotionally ready to be self-critical.,def,NA,61,plan
rev,7,2,8.3,7.2.8.3,627,Do not change the prompt so you can be lazy.,def,can could,61,plan
rev,7,3,9,7.3.9,628,"Elsewhere, we will establish variations on ultimate questions.",def,NA,62,think!
rev,7,3,10,7.3.10,629,"One variant is the superlative presupposition, which becomes an imperative (plan).",def,is,62,think!
rev,7,3,11,7.3.11,630,"For illustration, all questions presuppose and command, ""think!""",def,NA,62,think!
rev,7,3,12,7.3.12,631,"As compliment, all words can be seen as an answer to this question (good or bad).",def,can could,62,think!
rev,7,3,13,7.3.13,632,"Supposing just as questions can be revised to their superlatives, we don't bother to ask them, and focus on the superlative of answers.",def,can could,62,think!
rev,7,3,14,7.3.14,633,"Thus is an example basis of good revision: to bring the particular apprehension to a universally relevant call to action, responding to the implied imperative of all questions, ""think.""",example,NA,62,think!
rev,7,4,15,7.4.15,634,The goal of words is to express ideas of maximum cake tomorrow.,def,is,63,plan
rev,7,4,16,7.4.16,635,"Since few words meet these criteria, start by revising toward fewer words.",plan,NA,63,plan
rev,7,4,17,7.4.17,636,Make ideas clear and concrete.,plan,NA,63,plan
rev,7,4,18,7.4.18,637,Provide just enough context to remember the basis of the key ideas.,plan,NA,63,plan
rev,7,4,19,7.4.19,638,Precision depends on purpose.,plan,NA,63,plan
rev,7,4,19.1,7.4.19.1,639,List. name relevant ideas for goal.,plan,NA,63,plan
rev,7,4,19.2,7.4.19.2,640,"Write a plan, (ordered links).",plan,NA,63,plan
rev,7,4,19.3,7.4.19.3,641,Doubt. assert the strongest rebuttal to the plan.,plan,NA,63,plan
rev,7,4,19.4,7.4.19.4,642,Bet. improve ideas and links by addressing weakness and clarity.,plan,NA,63,plan
rev,7,4,19.5,7.4.19.5,643,"Read. wager its cake (e.g., relative to another plan).",plan,NA,63,plan
rev,7,4,20,7.4.20,644,"When reflecting, reflect only on ""how can i help my future self?"" And impose time and word limits.",plan,NA,63,plan
rev,7,4,21,7.4.21,645,A bad doc is stream-of-consciousness.,def,is,63,plan
rev,7,5,22,7.5.22,646,"Prompts elicit conflicts (truth) between self and norm, to improve plans for your goals.",def,NA,64,prompts
rev,7,5,23,7.5.23,647,Time and word limits work together to encourage a balance between reflecting on truth and describing it.,def,NA,64,prompts
rev,7,6,24,7.6.24,648,Word limits combat needless words and distracting tangents. a word limit keeps your attention.,def,NA,65,word limit
rev,7,6,25,7.6.25,649,A word limit is a proxy for a prompt's complexity.,def,NA,65,word limit
rev,7,6,26,7.6.26,650,Try to write the exact number of words.,plan,NA,65,word limit
rev,7,6,27,7.6.27,651,"Good word limits require cutting out unhelpful words, change figurative words to concrete, ideally assertive and falsifiable.",def,NA,65,word limit
rev,7,6,28,7.6.28,652,"For every plan you make: assert a word limit before writing to be reminded of your initial intentions, and be challenged to express ideas clearly. become skilled at using only the fewest words necessary, to reveal and clarify cake.",plan,NA,65,word limit
rev,7,6,29,7.6.29,653,"If you exceed the limit and there is no end in sight, stop and reassess.",def,is,65,word limit
rev,7,7,30,7.7.30,654,The time limit dictates how precise your words should be.,def,NA,66,time limit
rev,7,7,31,7.7.31,655,Use extra time to improve word choice.,plan,NA,66,time limit
rev,7,7,32,7.7.32,656,"For example, given a 50-word limit, 1 minute (1m, 50w) encourages free writing with minimal restrictions on quality of thought, while 4 minutes encourages more careful selection of words.",example,NA,66,time limit
rev,7,8,33,7.8.33,657,"Lessons are an ordered set of prompts, usually three to four, up to 60 minutes and 250 words. a prompt's word count is the number of words to be added to your document.",def,NA,67,lessons
rev,7,8,34,7.8.34,658,Lessons target inconsistencies between reality and pris.,def,NA,67,lessons
rev,7,8,35,7.8.35,659,They are designed to be revisited and revised repeatedly.,def,NA,67,lessons
rev,7,8,36,7.8.36,660,"A 0w prompt means revise, but do not increase the word total.",def,NA,67,lessons
rev,7,8,37,7.8.37,661,The first prompts in lessons are warm-ups to direct your attention. they ask for names of ideas.,def,NA,67,lessons
rev,7,8,38,7.8.38,662,"The remaining prompts are for thinking, requiring you to make links between your warm-up ideas. done right, you will face some new truths.",def,NA,67,lessons
rev,7,9,39,7.9.39,663,Peer revision is a powerful learning tool. get answers from others.,def,NA,68,peer-revision
rev,7,9,40,7.9.40,664,Forget who provides revision and how much.,plan,NA,68,peer-revision
rev,7,9,41,7.9.41,665,"The peer writer has uncompromised objectivity, and liberty to employ truth, however ""harsh"".",def,role,68,peer-revision
comm,8,0,1,8.0.1,666,"Consider you meet someone in the woods, and have only 1m (approx.",example,imagine,NA,NA
comm,8,0,3,8.0.3,667,"Pri-comm is the difference between your and norm-pri, especially that what your food and cake are and why.",def,is,NA,NA
comm,8,0,3.5,8.0.3.5,668,W) to say the most essential thing.,def,NA,NA,NA
comm,8,0,4,8.0.4,669,Say:,plan,NA,NA,NA
comm,8,0,4.1,8.0.4.1,670,"Properties of the answer, not knowing it,",plan,NA,NA,NA
comm,8,0,4.2,8.0.4.2,671,An answer for purposes of improving on it.,plan,NA,NA,NA
comm,8,0,5,8.0.5,672,These properties are the properties of [sr][skilled reflection]:,def,NA,NA,NA
comm,8,0,5.1,8.0.5.1,673,Comparable constraints to establish a reliable subjective,def,NA,NA,NA
comm,8,0,5.2,8.0.5.2,674,"Until we have a measurable self and variation, share the self",def,NA,NA,NA
comm,8,1,6,8.1.6,675,Communication happens from one being to another.,def,NA,69,problem
comm,8,1,7,8.1.7,676,The function is to direct attention to a circumstance of high importance: sharing information.,def,is,69,problem
comm,8,1,8,8.1.8,677,"For example, the vervet screech that specifically means, ""snake"".",example,alt,69,problem
comm,8,1,9,8.1.9,678,"While the vervet makes or hears calls about threats of immediate, nearby importance, the breadth of human communication can direct attention to circumstances of distant places and times.",example,alt,69,problem
comm,8,1,10,8.1.10,679,"This is an echo of the breadth of attention and information humans engage. for some reason entangled between information, sharing it, there is subjectivity of importance.",def,NA,69,problem
comm,8,1,11,8.1.11,680,The consequence is ambiguity in the value of a communicative act.,def,NA,69,problem
comm,8,2,12,8.2.12,681,"Recognition, reading familiar words is easier than retrieval from memory, of words to write. is- savings on revision.",def,is,70,style
comm,8,2,13,8.2.13,682,"Only save docs that you bet will be useful enough later to save time, overall.",plan,NA,70,style
comm,8,2,14,8.2.14,683,"Once saved, we assume a doc will be read later, and provide cake. this is the primary type of comm we engage in.",plan,NA,70,style
comm,8,2,15,8.2.15,684,"Comm is the exchange of words from oneself to another. other examples include a traffic sign, something you wrote and are rereading, a carefully crafted party invite, or a lease agreement.",def,is,70,style
comm,8,2,16,8.2.16,685,"The goal of comm is to maximize that likelihood, by engaging in the inherent and practical problems that arise.",def,is,70,style
comm,8,3,17,8.3.17,686,Writing a word creates a static record of a word.,def,NA,71,comm
comm,8,3,18,8.3.18,687,"No person is identical with a future or past self, with any other person, and all of these relationships are in part unknown. ([c4.1][ppl])",def,is,71,comm
comm,8,3,19,8.3.19,688,The problem of comm is the difference in meaning between reader and writer of the same word.,def,is,71,comm
comm,8,3,20,8.3.20,689,"Even if you wrote the word, your later self may read a different meaning for that word.",def,NA,71,comm
comm,8,3,21,8.3.21,690,Good comm attempts to systematically reconcile these issues.,def,NA,71,comm
comm,8,3,22,8.3.22,691,Bad comm takes advantage of them at the cost of clarity and honesty.,def,NA,71,comm
comm,8,3,23,8.3.23,692,"Ppl vary in how they apprehend the world, and therefore they can vary in",def,NA,71,comm
comm,8,3,23.1,8.3.23.1,693,Precise understanding of meanings.,def,NA,71,comm
comm,8,3,23.2,8.3.23.2,694,Trust (usually writer more than reader).,def,NA,71,comm
comm,8,3,24,8.3.24,695,The real world is particular; each experience is an example.,def,NA,71,comm
comm,8,3,25,8.3.25,696,A word describes a set of similar experiences.,def,NA,71,comm
comm,8,3,25.1,8.3.25.1,697,Words are never definite and certain in what they describe of,def,NA,71,comm
comm,8,3,25.2,8.3.25.2,698,A word's definition is a generalization.,def,NA,71,comm
comm,8,3,26,8.3.26,699,"As such, words are",def,NA,71,comm
comm,8,3,26.1,8.3.26.1,700,Less precise than reality.,def,NA,71,comm
comm,8,3,26.2,8.3.26.2,701,Better designed to hypothesize and predict.,def,NA,71,comm
comm,8,3,27,8.3.27,702,"To improve comm, study the difference between content and style.",plan,NA,71,comm
comm,8,4,28,8.4.28,703,Pris between ppl (writer and reader) differ.,def,NA,72,difference
comm,8,4,29,8.4.29,704,Difference in pris alter content of ideas.,def,NA,72,difference
comm,8,4,30,8.4.30,705,Good style is change in words to minimize change in ideas between reader and writer.,def,is,72,difference
comm,8,4,31,8.4.31,706,Versions describe identical content with difference in style between them.,def,NA,72,difference
comm,8,4,32,8.4.32,707,A plan for a doc is an earlier version of the (same) final doc.,def,NA,72,difference
comm,8,4,33,8.4.33,708,"For example, you today vs you in five years.",example,NA,72,difference
comm,8,5,34,8.5.34,709,Comm norms assume reading and writing have no intrinsic goals.,def,NA,73,norms
comm,8,5,35,8.5.35,710,A doc's arguments for why to read it are a style called pitch.,def,NA,73,norms
comm,8,5,36,8.5.36,711,"Pitch can be accomplished, for example, by",example,NA,73,norms
comm,8,5,36.1,8.5.36.1,712,Stroking the ego and intelligence of the reader.,plan,NA,73,norms
comm,8,5,36.2,8.5.36.2,713,Framing attacks as agreeable observations.,plan,NA,73,norms
comm,8,5,37,8.5.37,714,The maximum common self-pris across ppl are the optimal arguments for pitch. e-food vs. cake.,def,NA,73,norms
comm,8,5,38,8.5.38,715,"Brand is pitch that distorts truth, a form of bad style.",def,is,73,norms
comm,8,5,39,8.5.39,716,"For example, consider the goal of describing the properties of **apples** with the purpose of selling them:",example,NA,73,norms
comm,8,5,39.1,8.5.39.1,717,Content: **apples are healthy but sugary.**\,def,NA,73,norms
comm,8,5,39.2,8.5.39.2,718,Style: **apples are tasty and nutritious.**\,def,NA,73,norms
comm,8,5,39.3,8.5.39.3,719,Brand: **apples are healthy.**\,def,NA,73,norms
comm,8,5,40,8.5.40,720,Ppl who do not distinguish food from cake will be persuaded by brand more than pitch.,plan,NA,73,norms
comm,8,6,39,8.6.39,721,"Lib is the explicit effort to maximize the use of what you write, save, and read, by organizing it for best application, and providing feedback to help your future decisions to write, save, and read.",def,is,74,library
comm,8,6,40,8.6.40,722,The scope of lib is the collection of your words over a lifetime.,def,is,74,library
comm,8,6,41,8.6.41,723,Is post-writing cache to facilitate future production.,def,NA,74,library
comm,8,6,42,8.6.42,724,Lib is to docs as home is to possessions.,def,is,74,library
comm,8,6,43,8.6.43,725,"Lib aims to maximize the cake of words you save, and ideally, reduce future efforts to plan and accomplish pris, through making the best of your thoughts easy to find.",def,NA,74,library
comm,8,6,44,8.6.44,726,"A bad lib is the sum of your words, void of curation, none of which helped plans.",def,is,74,library
comm,8,6,45,8.6.45,727,A good lib is the closest approximation of self.,def,is,74,library
comm,8,6,46,8.6.46,728,Library = sum (goals + plans) / 1,def,NA,74,library
comm,8,6,47,8.6.47,729,For learning what you don't know you don't know.,def,NA,74,library
comm,8,6,48,8.6.48,730,"Potential risks include 40.1. writing, saving, and finding bad docs.",plan,NA,74,library
comm,8,6,50,8.6.50,731,"Plans, and anything else you write down, should be part of a pri.",plan,NA,74,library
comm,8,6,51,8.6.51,732,Facilitate retrieval:,plan,NA,74,library
comm,8,6,51.1,8.6.51.1,733,Index (list) docs worth rereading.,plan,NA,74,library
comm,8,6,51.2,8.6.51.2,734,Assign a number that indicates its relative importance (abs or,plan,NA,74,library
comm,8,6,51.3,8.6.51.3,735,Add tags and metadata for easier sorting.,plan,NA,74,library
comm,8,6,51.4,8.6.51.4,736,Make and revise only for high-pri goal(s). record and study lib,plan,NA,74,library
comm,8,6,52,8.6.52,737,. Failure to save or find good docs.,plan,NA,74,library
comm,8,6,52,8.6.52,738,"Note the time and date now, as you did in the introduction. graduate",plan,NA,74,library
comm,8,6,53,8.6.53,739,This is the end of the book.,def,is,74,library
comm,8,6,54,8.6.54,740,Put it in your library.,plan,NA,74,library
comm,8,6,55,8.6.55,741,Now return to your garden and work on your pris.,plan,NA,74,library
comm,8,7,56.1,8.7.56.1,742,Space: this book's chapter and line numbering.,def,NA,75,reference system
comm,8,7,56.2,8.7.56.2,743,Time: v2.14 the current book version.,def,NA,75,reference system
comm,8,7,57,8.7.57,744,"For example, a document that elaborates about trump would begin titled ""c4.23 v2.14"".",example,NA,75,reference system
comm,8,7,58,8.7.58,745,"In version 2.14 of sr, 4 is the chapter ppl, and number 23 is the definition of rltp. trump, the article topic, is an example.",def,is,75,reference system
comm,8,7,59,8.7.59,746,This is the header format for any subsequent document of an idea i write.,def,is,75,reference system
comm,8,8,60,8.8.60,747,The complete set of ppl's libs is sufficiently exhaustive to describe all that matters in each and all lives.,def,is,76,answerword
comm,8,8,61,8.8.61,748,The efficiently compressed content of this lib produces a distribution of variation along a median lib.,def,NA,76,answerword
comm,8,8,62,8.8.62,749,"This is the content of the next book, ""answerword.""",def,is,76,answerword
comm,8,8,63,8.8.63,750,"In that book, style is any further optimization to maximize learning.",def,NA,76,answerword
comm,8,8,64,8.8.64,751,"Book 3, ""afterword"", is the darpa for thought when the answerword is muscle-memory.",def,is,76,answerword
comm,8,9,65,8.9.65,752,"Suppose you don't share the same language. what conventions of gesture, an international gesture meaning, might we have?",example,imagine,77,zero
comm,8,9,65.1,8.9.65.1,753,An object pointed to means: there it is; it is/will be mine; i,def,NA,77,zero
comm,8,10,66,8.10.66,754,"Tell me the missing chapter that gives peace instead of regimen, so that i may find mine.",plan,NA,78,"your calling, part ii"
